name,gmap_id,latitude,longitude,stars,review_count,hours_Monday,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday,city,ZIP Code
Ventura's Restaurant & Pizza,0x89c9affb866f94ef:0xa883cd96242a45ad,39.7883633,-77.3672012,4.2,338,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,Fairfield,17320
Tuscany Ristorante,0x89c6b40fa0419b07:0x4a7d725a69633dbf,40.056978,-75.047816,4.3,258,Closed,3–9:30PM,3–9:30PM,3–9:30PM,3–9:30PM,3–9:30PM,13:00–21:00,Philadelphia,19152
Bado's Pizza Grill & Ale House,0x8834f70b30e7c075:0x3029ffbeba02db6d,40.3884951,-80.0496641,4.2,503,Closed,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,Pittsburgh,15216
Romano's Pizzeria & Italian Restaurant,0x89c6c2d0d6803527:0xede80d3989520135,39.863969999999995,-75.3006707,4.3,528,10:00–20:00,10:00–20:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,00:00–20:00,Essington,19029
Schiano's Italian Restaurant,0x89cf4a1d38cf0629:0xfb0b3b42aa0de5d8,40.602179299999996,-76.8123798,4.5,278,Closed,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,Berrysburg,17005
Villa Schiano,0x89cf4a5483e48ff7:0x335872b8d6c4dd99,40.5624219,-76.7824792,4.5,348,Closed,Closed,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,Closed,Elizabethville,17023
JoJo's on 22 Pizzeria & Italian Restaurant,0x89c8ba175659c1db:0x1613e590c7c38089,40.3371098,-76.7222389,4.3,568,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,00:00–22:00,West Hanover Township,17112
Jo-Jo's Pizza,0x89cf4a90c5ae47e3:0x9069c61679740950,40.5489153,-76.8124708,4.4,226,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Elizabethville,17023
Aldo's Pizza Town USA,0x89c8e8f3db03893b:0x3104e13bf8155552,40.1746847,-76.98211719999999,4.4,232,Closed,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–10PM,10:30AM–10PM,11:30AM–9:30PM,Mechanicsburg,17055
Center Avenue Slice,0x8834f4ba8c3f24c1:0x5449c9359a562368,40.515769399999996,-80.0223556,4.4,255,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,West View,15229
Pizza Joe's,0x883375596de13b4b:0xdfecbb2cb13de64e,41.1609377,-80.0940414,4.1,158,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Grove City,16127
AL'an Ruben's Bar & Grill,0x8835b28fa9006da5:0x58c562ef21723051,40.1938889,-80.28999999999999,4.7,493,Closed,15:00–20:00,15:00–20:00,15:00–20:00,14:00–21:00,14:00–21:00,Closed,Washington,15301
Capri Pizza,0x89cb10227e121b3f:0x9e2ed96c739f5250,40.2754589,-78.84477249999999,4.1,224,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,Johnstown,15904
Il Pizzaiolo Warrendale,0x8834882c8c5fe1d5:0xe4ddbbf13ac45e35,40.656869,-80.091008,4.4,488,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,Warrendale,15086
Cenci's Pizzeria & Bar- Wexford,0x8834899e085ce009:0xe2a0ef208ffffac,40.6254324,-80.0537093,4.2,463,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,Wexford,15090
424 Walnut,0x88345e01ff94f157:0xb0eb765e7d7812ac,40.5406426,-80.1820784,4.2,264,Closed,4–7:30PM,4–7:30PM,4–7:30PM,4–7:30PM,4–7:30PM,Closed,Sewickley,15143
Alioto's Restaurant & Sports Bar,0x8834f2c3b8e7d4a1:0x47fb4d4754ef0c3a,40.503687,-79.948875,4.2,378,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,00:00–21:00,Etna,15223
DeBlaze Grill,0x883457f5eff003c7:0x6abc337bf4b8d2df,40.358464399999995,-80.11250199999999,4.3,138,15:00–21:00,15:00–21:00,15:00–21:00,15:00–21:00,15:00–22:00,15:00–22:00,Closed,Bridgeville,15017
Casey's Family Restaurant,0x88348d1c905a21e5:0xe848c816c7bb3223,40.546549999999996,-79.96110569999999,4.4,398,Closed,Closed,11:00–21:00,11:00–21:00,11:00–22:00,15:00–22:00,15:00–20:00,Allison Park,15101
Antonio's Pizzeria & Ice Cream,0x89c46b7f2ce573a5:0x8f61854870eea060,40.689679999999996,-75.252448,4.5,94,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,Closed,Easton,18045
Stefano's Restaurant,0x89c43ff0579f89e1:0xac0a3db05ca3352e,40.656151,-75.35560149999999,4.4,388,Closed,Closed,16:00–20:00,16:00–20:00,16:00–21:00,16:00–21:00,16:00–20:00,Bethlehem,18017
Champs Pizza House,0x883462c746552d81:0x1e7e2dbef06bd1ed,40.683288999999995,-80.124507,4.4,88,11AM–7:30PM,11AM–7:30PM,11AM–8:30PM,11AM–8:30PM,11AM–9:30PM,11AM–9:30PM,11AM–7:30PM,Cranberry Twp,16066
Handlebar Cafe,0x88349be7166f5963:0x20b85ff596cc33a7,40.7506249,-79.8495123,4.3,158,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Butler,16002
Tony's Pizza Cafe,0x8834a28a4abd62c5:0x5f2bec923c45a0b8,40.6987495,-79.7215423,4.7,394,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,Closed,Sarver,16055
Olive Garden Italian Restaurant,0x88351589a7ffff1b:0x5a22da26cd3f3b91,39.908204999999995,-79.74281599999999,4.5,1448,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,10:30AM–10PM,Uniontown,15401
Poppy's Pizzeria & Ristorante,0x89c153ed331cb633:0x10bf2b30fe6541c6,40.193324,-74.89696099999999,4.4,148,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11:00–22:00,Langhorne,19047
Pizza Yeah,0x89c1515e6bbb81d9:0x808fff912a3dc03c,40.182819699999996,-74.86904419999999,4.2,136,10AM–9:30PM,10AM–9:30PM,10AM–9:30PM,10AM–9:30PM,10AM–10:30PM,10AM–10:30PM,11:00–21:00,Langhorne,19047
Adelina's Restaurant and Pizzaria,0x89c5058c06e62b51:0xb0c09b71bffc8f46,41.1525083,-75.8933861,4.3,417,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–20:00,Mountain Top,18707
Sapore,0x89c44cd7d4aad695:0x2b29793d356b6df2,40.8272469,-75.704882,4.2,678,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,11:00–22:00,Lehighton,18235
Meglio Pizzeria,0x89c15494c0556743:0x67a3590d9be901b9,40.229892899999996,-74.93817419999999,4.4,338,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11AM–10:30PM,11:00–21:00,Newtown,18940
John's Italian Restaurant,0x89c4bebf72d411dd:0xa7cf3cf7462fe2a9,41.344032,-75.3117698,4.1,748,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,06:00–23:00,06:00–23:00,06:00–23:00,Greentown,18426
Gino's Ristorante & Pizzeria,0x89c6965776ee46d1:0x97c0ac476cc4a352,40.139026699999995,-75.3850338,4.5,448,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,Norristown,19403
Piazza Presto,0x89c685349876f317:0xd58b740bf51dfd30,40.2316667,-75.52916669999999,4.4,286,11AM–10:30PM,11AM–10:30PM,11AM–10:30PM,11AM–10:30PM,11AM–10:30PM,10AM–10:30PM,10:00–22:00,Royersford,19468
Vince's Pizza Place,0x89ced81506df54e3:0x39b878c926b56d52,40.7463452,-77.2158552,4.5,317,06:00–21:00,06:00–21:00,06:00–21:00,06:00–21:00,06:00–21:00,06:00–21:00,06:00–21:00,Beaver Springs,17812
Toto's Pizzeria,0x89c6b852b301c1af:0x139d4a3cf32c8799,40.0439856,-75.190743,4.1,288,11AM–9:45PM,11AM–9:45PM,11AM–9:45PM,11AM–9:45PM,11AM–10:45PM,11AM–10:45PM,11AM–9:45PM,Philadelphia,19119
Fino's Pizzeria & Restaurant,0x89c6b9baf9f0698d:0x8a59a82288a17e73,40.0545475,-75.1869907,4.0,133,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–10:30PM,9:30AM–10:30PM,Closed,Philadelphia,19119
Sal's Pizza,0x89c8992744864375:0x4847b3dcb36e62af,40.132149,-76.565152,4.1,398,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:30AM–9PM,Elizabethtown,17022
Portogallo Peppers N'AT,0x8834ee658763af51:0xe7b92d8ab1b798da,40.4065812,-79.8744443,4.3,586,Closed,Closed,16:00–21:00,16:00–22:00,18:00–23:00,16:00–23:00,14:00–20:00,Braddock,15104
Zarra's Restaurant,0x8834f230c6541fdb:0x3b71a377403e5502,40.454733999999995,-79.9543154,4.2,237,17:00–23:00,17:00–23:00,17:00–23:00,17:00–23:00,17:00–23:00,17:00–23:00,Closed,Pittsburgh,15213
Moonlight Cafe,0x89c8f323128bfd6f:0xe1e03cde7cc1764f,39.9970575,-76.8459827,4.7,456,Closed,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11:00–21:00,11:00–21:00,Closed,Dover,17315
Mezzogiorno,0x89c88ea658781459:0xcb21d1b147bd3a79,39.9633055,-76.7295898,4.6,118,Closed,07:00–14:00,07:00–14:00,07:00–14:00,07:00–14:00,07:00–14:00,07:00–14:00,York,17401
Roma's Pizza & Restaurant,0x89c8866b3ecc0ea5:0x7c6e203fbf81a754,39.915921,-76.6318399,4.1,334,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,00:00–22:00,Red Lion,17356
Two Cousins Pizza Ristorante Italiano,0x89c613829d040ccd:0x443b02e777f24053,40.210201999999995,-76.132227,4.6,542,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–21:00,Stevens,17578
Two Cousins Pizza,0x89c63d87658fbd67:0x8f859a772144bb52,40.1323127,-76.2164688,4.3,238,Closed,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,10:30AM–10PM,11:00–21:00,Ephrata,17522
Diddlebugs Pizza & Hoagies,0x8835036d39dfcfc1:0x40e03295a6f43e81,40.1369517,-79.9508609,4.3,78,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,Closed,Charleroi,15022
Francesca's Italian Restaurant (founder of Vince & Tony’s),0x89c69bd7d2499441:0x3d4fec4cebdf7fbd,40.219943099999995,-75.5074245,4.1,328,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Royersford,19468
LaScala's Birra,0x89c6c61b27407cc1:0x81f450b94c875fc7,39.9285985,-75.165108,4.4,398,Closed,4–8:30PM,4–8:30PM,4–8:30PM,16:00–21:00,16:00–21:00,4AM–8:30PM,Philadelphia,19148
UNO Pizzeria & Grill,0x89c152a8904a9321:0x2145b402dad7cd16,40.138439999999996,-74.95799099999999,4.3,953,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,Bensalem,19020
Pat's Pizzeria,0x89c6b2d7cceedcc7:0x16df6a8f5a957f15,40.0956204,-74.9751874,3.9,278,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,00:00–21:00,Philadelphia,19154
Old Haven Pizza,0x89c14cc9be69534b:0x2ecc1028c473f651,40.0746915,-74.9602941,4.0,114,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–01:00,11:00–01:00,11:00–00:00,Bensalem,19020
Mercato BYOB,0x89c6c625cab1661b:0x4fd6d5fc5b7bcfc5,39.9465,-75.161765,4.4,278,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–22:00,16:00–22:00,16:00–21:00,Philadelphia,19107
Soprano's Trattoria & Caterers,0x89c6ea5771bdd777:0xe45611bcdaba5ffd,39.9835925,-75.3775739,4.6,163,09:00–20:00,09:00–20:00,09:00–20:00,09:00–21:00,09:00–21:00,09:00–21:00,11:00–15:00,Broomall,19008
Stefano's II Brick Oven Pizza,0x89c14d1372f2bbd1:0x1dc87f2446e461e6,40.10823,-74.93658599999999,4.3,244,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–21:00,Bensalem,19020
BONU Cafe Express,0x89c6f362a20e9e3d:0xc1ef676952ac4346,40.0286574,-75.62022739999999,4.6,193,08:00–14:00,08:00–18:00,08:00–18:00,08:00–18:00,08:00–18:00,08:00–18:00,08:00–18:00,Exton,19341
Anthony's Coal Fired Pizza,0x89c6bcd9cdd363d3:0x2f0e0ff721d69a1b,40.1649555,-75.2897662,4.2,378,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Blue Bell,19422
Panache Woodfire Grill,0x89c6bc95ec42d351:0x7e0216b6be427d35,40.1524138,-75.2666366,4.2,978,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,Blue Bell,19422
Arugula Ristorante at Cold Point Village,0x89c6bc3dc9918c03:0x1be375ac7a87147e,40.1084678,-75.27356329999999,4.4,356,12–3:30PM,12–3:30PM,12–3:30PM,12–3:30PM,12–3:30PM,12–3:30PM,17:00–21:00,Plymouth Meeting,19462
Kabob's at The Option House,0x89cd802ed792e90b:0xf50bea870279d0fd,41.956067999999995,-78.649591,4.5,348,11:00–14:00,11:00–14:00,11:00–14:00,11:00–14:00,11:00–14:00,11:00–14:00,Closed,Bradford,16701
Main Street Pizza,0x89ccecfc5f6d0853:0xeb0f65dd89c2a179,41.095709,-78.887795,4.6,218,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,11:00–22:00,11:00–21:00,Reynoldsville,15851
Napoli's Restaurant & Pizzeria,0x89ccf419355522bf:0x30a704242ad999b8,41.1245409,-78.7266771,4.5,198,11:00–20:00,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,DuBois,15801
Scotto's Pizzaeria Italian Restaurant,0x89cc42830e7bdc79:0x875c37add19e370d,41.0222455,-78.4387577,4.4,238,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,00:00–22:00,Clearfield,16830
Soda Jerk Diner & Dairy Bar,0x89c8bc79c1e19787:0x987db6c8216ff4fd,40.2654935,-76.6984031,4.4,1840,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,Hummelstown,17036
Leggio's,0x89c51b943f71f13d:0x766246996a00e3b8,41.255950299999995,-75.82440489999999,4.3,637,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Wilkes-Barre,18702
Dino's,0x89c51bafdca9a901:0x14f24d2ae07efb5e,41.2454964,-75.8457554,4.3,328,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–18:00,Wilkes-Barre,18702
Gennaro's Pizza‎ & steak,0x89c6c62312259d99:0x91bee5904a25ad1b,39.9426815,-75.1640663,4.2,207,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,00:00–22:00,Philadelphia,19147
The Villa,0x89cfa686799d440b:0xfc1b09c204026a0f,41.247364999999995,-76.958362,4.5,266,16:00–20:00,16:00–20:00,16:00–20:00,16:00–20:00,16:00–20:00,16:00–20:00,Closed,Williamsport,17701
Roland's Takeout Kitchen,0x8835b219fd3ebc39:0x62cd52821be57edb,40.155517599999996,-80.2941211,4.4,184,Closed,Closed,16:00–19:00,16:00–19:00,16:00–19:00,16:00–19:00,Closed,Washington,15301
Little Sicily Pizza 2,0x89c6c8a57ab28697:0x53bbf2cccb3d7757,39.926514499999996,-75.1456908,4.4,1336,10:30AM–8:30PM,10:30AM–8:30PM,10:30AM–8:30PM,10:30AM–8:30PM,10:30AM–9:30PM,11AM–9:30PM,11AM–8:30PM,Philadelphia,19148
Trattoria Rosa Bianca,0x89c15656e0519a5b:0xf7ab882b2f14f65a,40.240431,-74.835751,4.6,245,14:00–21:00,14:00–21:00,14:00–21:00,14:00–21:00,14:00–22:00,00:00–22:00,00:00–21:00,Yardley,19067
Tony's Pizzeria,0x89c51ed57fce9df1:0x56896c868c6f1d9b,41.313811,-75.80362339999999,4.5,194,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,11:00–23:00,11:00–23:00,00:00–20:00,Pittston,18640
Napoli Restaurant And Pizzeria,0x883465b3829f25bf:0xba83e2fa3fbf29b1,40.65819,-80.23581999999999,4.3,247,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,Closed,Baden,15005
DiPietro's,0x8834f4c81ba5c727:0x58256af3a45627fa,40.518451,-80.03161399999999,4.5,396,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,00:00–20:00,Pittsburgh,15229
Anthony's Restaurant & Pizzeria,0x89dad1d36cbf8a0f:0x22ee4174c3be1f4,41.793762199999996,-75.8929082,4.7,228,Closed,11:00–19:00,11:00–19:00,11:00–19:00,11:00–20:00,11:00–20:00,Closed,Montrose,18801
Pino's Contemporary Italian Restaurant & Wine Bar,0x8834edf6c5a633fd:0xeb2250e36addec10,40.4502737,-79.91448869999999,4.6,207,Closed,16:00–20:00,16:00–20:00,16:00–20:00,16:00–21:00,16:00–21:00,16:00–20:00,Pittsburgh,15206
Finch Hill,0x89c4d2c161b914fb:0x8e04978a77a0cc81,41.615006799999996,-75.5576463,4.4,248,07:00–15:00,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,Greenfield Township,18407
Minooka Pub,0x89c4df756c545873:0x591928852743fe66,41.3795644,-75.6925727,4.5,84,Closed,16:00–23:00,16:00–23:00,16:00–23:00,16:00–23:00,16:00–23:00,Closed,Scranton,18505
Ragnacci's,0x89c4d94e8a68eb21:0x4ff97c15cba7dfdc,41.416647499999996,-75.6355749,4.5,174,Closed,11:00–14:00,11:00–14:00,11:00–14:00,11:00–14:00,17:00–21:00,Closed,Dunmore,18512
Gibraltar Restaurant,0x89c62462f9ade857:0x6b4380499f58bd9f,40.085114,-76.288198,4.4,398,Closed,4:45–9PM,4:45–9PM,4:45–9PM,4:45–10PM,4:45–10PM,Closed,Lancaster,17601
Villa Rosa Ristorante & Pizza,0x883357d320b50b85:0xe8364f368d067f20,40.810552,-79.5164724,4.6,388,Closed,Closed,00:00–19:00,00:00–19:00,00:00–20:00,00:00–20:00,00:00–18:00,Kittanning,16201
La Primavera Italiano Ristorante,0x89cf13df907415d5:0xa01761a2ec34443a,40.955269,-76.917332,4.5,347,Closed,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–21:00,Lewisburg,17837
A & M Pizza Restaurant,0x89c602c5b467ef69:0x22e078ae1a3ee7b0,40.3298791,-76.4256832,4.6,732,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,15:00–21:00,Lebanon,17042
Original Italian Pizza,0x89cf7f5c149f14c3:0x3c32b66a4b381459,41.1166852,-76.5272869,4.3,154,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,Millville,17846
Bella Notte,0x8834f3dd044cd765:0xec7f0924dcd12326,40.4509529,-79.9839348,4.4,908,11:00–19:00,11:00–19:00,11:00–19:00,11:00–19:00,11:00–21:00,11:00–21:00,11:00–17:00,Pittsburgh,15222
Riviera Pizza & Pasta,0x8834f3eb930681e7:0x25b280ce2b52534f,40.460069999999995,-79.99109399999999,3.6,168,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,Pittsburgh,15212
Pasquale's,0x89c63b4a3a7f8b8b:0xc966ac911383847c,40.0394747,-76.26658359999999,4.5,943,Closed,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–11PM,10:30AM–11PM,Closed,Lancaster,17602
Subway Café,0x89c8c1222efad21f:0xa18030cb8e8b261c,40.2721684,-76.8783198,4.6,418,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,16:00–21:00,Closed,Harrisburg,17103
Legends Eatery,0x8834f3f0e6879255:0xe178de629bd077b4,40.4565844,-80.0014734,4.7,354,11:00–14:00,11:00–14:00,11:00–14:00,11:00–14:00,11:00–14:00,16:00–20:00,Closed,Pittsburgh,15212
Pomodoro,0x883489f8b9503f8f:0x98c4619f9e888600,40.613508499999995,-80.0893598,4.2,328,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,Wexford,15090
Goombas Pizza,0x89c4884ea5223fe1:0x724c7aae6e169235,40.9853516,-75.19479369999999,4.0,348,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,13:00–20:00,Stroudsburg,18360
Papa Nick's Pizza,0x89c6b711c44d3911:0xa3f4d056abbba31d,40.045127799999996,-75.12337509999999,3.6,707,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–01:00,11:00–01:00,00:00–23:00,Philadelphia,19120
Olive Garden Italian Restaurant,0x89c63bc763d88d4b:0xf0d295acef02f377,40.0220814,-76.1933105,4.2,1493,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,10:30AM–10PM,Lancaster,17602
Loduca's Italian Restaurant And Pizzeria,0x89c5ef4091f28b95:0xb3d8e3656a945e0b,40.629056899999995,-76.1978252,4.2,255,10:30AM–9PM,Closed,10:30AM–9PM,10:30AM–9:30PM,10:30AM–10PM,10:30AM–10PM,11:30AM–9PM,Cressona,17929
Cosimo's Pizza Cafe,0x89c6b97a6b1245c7:0x63bbaf0b81fdc76b,40.076978,-75.208592,4.2,304,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–20:00,Philadelphia,19118
Apollo's Pizza,0x89c6b09fdaee261d:0xed82c010fcfdf08c,40.1002498,-75.15397209999999,3.6,195,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Glenside,19038
Cafe Michelangelo,0x89c6b2606c7be149:0xa314cc393a21e464,40.1214945,-75.0160738,4.2,878,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Philadelphia,19116
Romeo's Pizzeria & Mediterranean Kitchen,0x89cb5ad0b8a164cd:0xe9773d3dae158d61,40.618530799999995,-79.1614231,4.2,356,11:00–21:00,Closed,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Indiana,15701
Ambridge Italian Villa,0x883466f3fb77019b:0xc1d317a4c12bdc12,40.6002218,-80.2260046,4.0,398,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,Closed,Ambridge,15003
Buca di Beppo Italian Restaurant,0x8834593468a5b4c1:0xf4831686e4d5d7b3,40.455272,-80.1605263,3.8,828,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11:00–22:00,11:00–22:00,11:00–22:00,11AM–9:30PM,Pittsburgh,15205
Italian Village Pizza,0x8834ed11ba2deac1:0xd2aeaf03c5566d58,40.4879288,-79.8870689,4.0,307,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Blawnox,15238
Bar Marco,0x8834f3dcb24b69a1:0x69f688105d37db0d,40.452478899999996,-79.9815241,4.7,495,Closed,16:00–19:00,Closed,Closed,16:00–19:00,16:00–19:00,Closed,Pittsburgh,15222
Osteria 2350,0x8834f3c316b71889:0xf3ef1e30d722dae6,40.4542607,-79.9826045,4.2,178,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,16:00–21:00,Closed,Pittsburgh,15222
Gallo's Italian Villa,0x88338e100ebd6f37:0x31fbc8c37a7918b1,41.027328999999995,-80.353084,4.3,468,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–20:00,New Castle,16105
Pizza Milano,0x8834f15e73115e77:0x7cd7f12ce67caf32,40.438587,-79.98796399999999,4.1,796,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–01:00,10:00–01:00,10:00–00:00,Pittsburgh,15219
Domenico's Ristorante,0x88347d56d72c7c1b:0x3e9b1513ec6aeaab,40.701572399999996,-80.1040223,4.3,647,11:00–22:00,11:00–22:00,11AM–10:30PM,11:00–23:00,11:00–00:00,11:00–00:00,11:00–22:00,Cranberry Twp,16066
Pizza Joe's,0x88337d9908c871e5:0x9f6a6dc901b5755e,40.860535,-79.971852,4.6,108,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,00:00–19:00,Butler,16001
Vincent's Pizza Park,0x8834ec29d3198fb5:0x75546ad3b445adff,40.4105671,-79.8447224,4.4,818,Closed,Closed,16:00–21:00,16:00–21:00,16:00–22:00,16:00–22:00,16:00–21:00,Pittsburgh,15221
Heritage,0x89c6c86511d21b11:0x638c22ba35ca8217,39.964582799999995,-75.1407917,4.5,538,Closed,Closed,17:00–22:00,17:00–22:00,17:00–23:00,11AM–2:30PM,11AM–2:30PM,Philadelphia,19123
Pizza Town I & Italian Restaurant,0x89c8aa17526568fd:0x869586996303abc0,40.4139252,-76.4739074,4.6,448,10:30AM–10:30PM,10:30AM–10:30PM,10:30AM–10:30PM,10:30AM–10:30PM,10:30AM–10:30PM,10:30AM–10:30PM,10:30AM–10:30PM,Jonestown,17038
